,id_website,description
128,152753137,"5 MIN DE CORENTIN CELTON, Rond Point Victor Hugo. Un appartement de 3 pièces de 65 m² + balcon de 6m² en PARFAIT ÉTAT situé au 5ème étage avec ascenseur comprenant une entrée, séjour de 16 m² (sur rue), 2 chambres de 11 m² et 13 m² (une sur cour et une sur rue), un cuisine aménagée de 6 m², une salle de bains, un WC séparé, un dressing et un cellier. Chauffage compris dans les charges - eau chaude comprise dans les charges - cave - immeuble moderne - proche transport Métro Corentin Celton (ligne 12) Bus (39) et proximité commerce - GLI. Honoraires visites, constition du dossier, rédaction d'actes 12 euros/m²: 780 euros + Honoraires état des lieux 3 euros/m²: 195 euros. Contact Sabrina Asfour."
129,152757705,"Métro Mairie d'Issy- un studio de 29 m² au 5ème étage avec ascenseur dans un immeuble moderne sécurisé avec gardien.
Il se compose: une entrée, une pièce principale, une cuisine, une salle de bains, WC. Une cave complète ce bien. Chauffage collectif, eau collective."
130,152776717,"65 ter rue du GG ÉBOUÉ. Studio meublé d'une surface de 20 m² au 4ème et dernier étage sans ascenseur dans un immeuble de 1930. Offrant une entrée, une cuisine, un placard, une pièce principale, une salle d'eau et WC. A 7'de la Mairie, à 5'du RER C, et 5'du T2, à proximité des écoles, marché et commerces Disponible de suite.. Honoraires: 304.35 euros/ Dépôt de garantie: 660.00 euros Loyer mensuel 660 euros - Charges locatives 40 euros - Honoraire TTC à la charge du locataire 304.35 euros dont 60.87 euros d'honoraires d'état des lieux - Location meublée."
131,152776719,"3 PLACE KENNEDY - 1ier étage (esc.), appartement de 2 pièces (35 m²) traversant sud est /nord ouest en parfait état avec séjour et sa cuisine US (hotte, plaques réfrigérateur) de 17,8 m², chambre sur jardin de 11 m², salle d'eau avec WC. Double vitrage. Chauffage collectif.. Honoraires de location 519,45 eurosTTC. Dépôt de garantie 810,38 euros Loyer mensuel 810 euros - Charges locatives 110 euros - Honoraire TTC à la charge du locataire 519.45 euros dont 103.89 euros d'honoraires d'état des lieux."
132,152803747,"Issy, rue Séverine, programme neuf Villa Athéna, 3 mn métro Corentin Celton, 7 mn T2,2 mn parc et commerces, calme et clarté pour ce confortable 2 pièces sur jardin offrant un grand séjour ouvert sur balcon-terrasse, cuisine US équipée, grande chambre avec rangements, salle de bain. Gardien, digicode, interphone, ascenseur et un parking complètent ce bien Loyer 1350 € Charges comprises dont 100 € de provisions sur charges. Dépôt de garantie: 1250 € / honoraires charge locataire 750 € dont 150 € d'état des lieux.."
0,100794741,"Dans immeuble 2007 situé au 28 boulevard Rodin - A 700 mètres du métro Mairie d'Issy - Au 3/4ème étage avec ascenseur - Appartement duplex de quatre pièces d'une superficie de 105,00 m² comprenant: au 3ème étage: une entrée, un séjour avec rangement mural et TV, balcon, cuisine ouverte équipée en meuble hauts et bas, réfrigérateur et congélateur, lave-vaisselle et une hotte aspirante, un WC indépendant, une salle de bains, une chambre avec placards encastrés, un couloir avec placard encastré machine à laver et sèche linge. Au 4ème étage: une deuxième chambre avec balcon, une troisième chambre avec placards encastrés, un couloir avec placards encastrés, un WC indépendant et une salle de bains. Parking double en enfilade au 2ème sous-sol - Eau froide collective, eau chaude et chauffage individuels."
1,143724367,"5 PIÈCES A LOUER DANS RÉSIDENCE PRIVÉE PAR INSTITUTIONNELS.
Rue Capitaine Ferber, proche du métro Mairie d'Issy, dans une résidence moderne de standing, dans un bel immeuble 2008 avec gardien et ascenseur, en 1er étage, APPARTEMENT de 104m².
Il se compose d'une entrée de 8m², d'un séjour de 27m² + une terrasse de 4m², de 4 chambres, d'une cuisine, de 2 salles de bains, de 2 WC dont un séparé. Nombreux placards et rangements. Une cave et un parking compris en sous-sol.
Parquet au sol. Double vitrage.
Exposition ouest-est.
Ce bien constitue un très bel appartement à louer."
2,151809979,"Très proche Métro MAIRIE D'ISSY, dans une belle résidence, appartement de trois pièces offrant une belle entrée avec placard, une cuisine séparée, un séjour sur parquet, deux chambres, une salle de bains. Appartement très lumineux avec de beaux volumes un box fermé en sous-sol. Disponible rapidement.. Merci de déposer votre dossier en ligne via le site Nexity. Fr. Visite prévue le 08/11/20190 à 10h rendez- vous sur place adresse Le Prieuré 17 avenue Jean Jaurès 92130 Issy Les Moulineaux. Avec MME THIBAULT SANDRINE."
3,151981281,"NCG IMMOBILIER vous propose en rez-de-chaussée un appartement de 47 m² Meublé Rue Henri Tariel proche du parc Henri Barbusse - Cet appartement comprend une entrée, un séjour, une cuisine aménagée et équipée, une chambre, une salle de bain et un WC - Une cave en sous-sol - Frais d'agence: 567 euros + frais état des lieux: 141.75 euros Merci de prendre contact avec Mme Sabrina Asfour."
4,152153187,"Rue Pierre Poli - 92130 Issy-les-Moulineaux 
UN STUDIO de 20m² au rez-de-chaussée, comprenant: une entrée, un séjour avec coin cuisine, une salle d'eau avec WC. Libre de suite.
Loyer: 722 euros charges comprises dont 75 euros de charges locatives
Dépôt de garantie: 647 euros
Honoraires charge locataire: 300 euros dont 60 euros pour l'état des lieux 
Diagnostic de performance énergétique non renseigné."
5,152349255,"Petit studio de 11 m² situé au 5 rue barbes à Issy les moulineaux.
À proximité du métro de la mairie d'Issy les Moulineaux.
Petit studio refait à neuf, entièrement meublé, au 4e étage, sans ascenseur.
450 euros de loyer + 50 euros de charge chauffage compris.
Coin cuisine, une douche dans le studio et les WC dans el couloir.
Disponible immédiatement.
Merci de nous envoyer un dossier complet si vous des intéressé à:
Et nous vous contacterons pour une visite:
- Pièce d'identité: Vous + Votre caution (si vous en avez besoin d'un)
- Bulletin de salaire: Vous + Votre caution (si vous en avez besoin d'un)
- Avis d'imposition: Vous + Votre caution (si vous en avez besoin d'un)
- Justificatif de domicile: Vous + Votre caution (si vous en avez besoin d'un)
Merci et bonne recherche 
On vous proposera un Rdv à réception du dossier.
Mandat N° 20171144. Provision sur charges 40 euros/mois, régularisation annuelle. Dépôt de garantie 450 euros. Honoraires de 450 euros TTC à la charge du locataire.
Votre conseiller SIC IMMOBILIER: L'équipe Sic Bellity - Tél.
 Agent commercial."
6,152407127,"Dans une résidence récente (2012) un appartement de 2 pièces d'une superficie de 37.80m² au 4ème étage avec ascenseur, comprenant une entrée, un séjour avec une cuisine ouverte, une chambre, une salle de bains avec un WC ainsi qu'un balcon. Un emplacement de parking en sous-sol vient compléter ce bien. Chauffage et eau chaude collectifs."
7,152638775,"Nouvelle exclusivité agence ""à demeure"" ! - Rue de la défense - Au 3ème et dernier étage d'une petite copropriété typique de la rue. Nous sommes tombés sous le charme de cet appartement de 3 pièces, d'une superficie d'environ 49 m², composé d'une entrée avec WC, un séjour avec vue ""Tour Eiffel"" et cuisine ouverte, une salle d'eau et deux chambres (dont une avec dressing). L'appartement est très bien agencé, lumineux et au calme absolu ! L'immeuble est situé à proximité des écoles, des parcs ""Henri Barbusse"" et ""Rodin"" et du RER C ""Issy""."
8,152699927,"Rue Vaudetard, Métro "" Corentin- Celton"",(Ligne 12). Oralia Lescallier vous propose ce studio de 24.23m² au 3ème étage sans ascenseur comprenant: une entrée, une pièce principale, une cuisine équipée (desserte carrelée, 2 plaques électriques, un réfrigérateur), une salle de bains avec WC. Chauffage individuel électrique. Une cave et un parking. Un balcon. LIBRE DE SUITE. Loyer de 1 150,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).
 Les honoraires charge locataire sont de 363,45 euros (soit 15,00 euros/m²) dont 72,69 euros pour état des lieux (soit 3,00 euros/m²)."
9,152847817,"A 10 minutes à pied du RER C Issy Val de Seine, du métro 12 Mairie d'Issy, du centre ville et de toutes les commodités, à louer Sans frais de dossier disponible de suite, 2 pièces de 39 m² situé au deuxième étage avec ascenseur. Séjour, cuisine séparée, 1 chambre, salle de bains, WC séparé, chauffage collectif au gaz inclus dans le loyer, parking intérieur, cave, gardien. Visite après validation de votre dossier.Logement soumis à plafond de ressources PLI 04 Pour plus de précisions, rendez-vous sur le site d'Action Logement."
10,152859369,"ISSY. ÉGLISE Saint ÉTIENNE. A proximité des commerces et à 10'du Métro Mairie.. Un studio de 32.6 m² comprenant: une entrée, une pièce principale avec coin chambre, une salle de bains et WC.. Cave et parking extérieure. Vue très agréable sur jardin. Calme et ensoleillé.. Honoraires TTC locataires: 488.70euros. Dépôt de garantie: 841.14 euros Loyer mensuel 841 euros - Charges locatives 70 euros - Honoraire TTC à la charge du locataire 488.7 euros dont 97.74 euros d'honoraires d'état des lieux."
11,152864033,"Bien situé dans une résidence à 2 pas du centre commercial des 3 moulins, à une dizaine de minutes à pied du RER C Issy, dans un quartier familial avec écoles et crèches, à louer Sans frais de dossier, disponible de suite. 2 pièces de 49 m² situé au 6e étage avec ascenseur. Séjour ouvrant sur un balcon, cuisine séparée, 1 chambre, salle de bains, WC séparé, chauffage individuel au gaz, parking, gardien. Visite après validation de votre dossier. Logement soumis à plafond de ressources Besson – Pour plus de précisions, rendez-vous sur le site d'Action Logement."
12,152872327,"1 RUE CAPITAINE FERBER - A 5 min du RER et tram Issy Val de Seine, 2 pièces de 35.74 m² en parfait état comprenant: entrée avec placard, séjour avec balcon, cuisine aménagée, chambre, salle d'eau, WC. Place de parking. Eau chaude et chauffage électrique. Disponible immédiatement."
13,152876611,"Appartement de type F3 en rez-de-chaussée, double exposition, rénové fin octobre.
Séjour donnant sur un espace vert, cuisine indépendante, salle de bains, toilettes séparées, deux chambres, une cave. Chauffage individuel électrique ainsi que l'eau chaude.
Petite immeuble calme et bien entretenu. Parking possible en sus pour soixante euros mensuel."
14,152898685,"Location vide 4 pièces issy les moulineaux appartement de 85m² intégralement neuf -première habitation - immeuble construit en 2019 - 2ème étage avec ascenseur - spacieux séjour - 2 chambres possibilité d'en faire 3 - balcon terrasse de 17m² - exposition sud-ouest sans vis a vis - très belle luminosité prestation et finition de qualité: volets électriques, parquet massif situe dans une rue au calme limitrophe du 15ème arrondissement et du parc des expositions de la porte de versailles a deux pas également de tous les commerces de la rue ernest renan spacieux séjour avec verrière donnant sur une cuisine aménagée, balcon terrasse de 17m² donnant sur jardin sans vis à vis, 2 chambres avec rangements intégrés (possibilité de faire une 3ème chambre en divisant la plus grande chambre), une salle de bains avec grande douche, toilette séparé. Une cave vient compléter ce bien. Local à vélos également présent dans la copropriété. Loyer: 2500euros cc."
15,152906721,"Place Bonaventure Leca au rez-de-chaussée 2 pièces d'une superficie de 48,25 m² se composant d'une entrée avec placards, une suisine, une chambre, un séjour, une salle de bains, un WC indépendant. Chauffage et eau chande individuels Gaz. Métro Mairie d'Issy ligne 12."
16,152917961,"Porte de Versailles - Aux portes de Paris, nous vous proposons un spacieux studio meublé de 31m² en étage élevé, composé d'une entrée, une pièce principale avec cuisine ouverte équipée, une salle de bains avec WC, ainsi qu'une place de parking en sous-sol."
17,152932697,"Appartement 3 pièces de 54 m² situé à Issy-les-moulineaux (92130), au 6ème étage. Ascenseur: oui. Le chauffage de ce bien s'effectué au gaz. Type de chauffage: collectif. Le chauffe-eau de ce bien fonctionne au gaz. Type-de chauffe-eau: individuel. Ce local peut être destiné à l'alimentaire. La construction est en béton. Concernant la cuisine, le bien dispose d'une cuisine aménagée et équipée et indépendante. La fibre dans l'immeuble, placards intégrés. Ce bien est en état correct. Exposition: Sud. Les fenêtres sont en double vitrage. Sanitaires: 1 salle d'eau, 1 WC. Pour la sécurité, le bien dispose d'un interphone. La composition du sol est en carrelage, parquet. Vue double exposition. Une cave complète ce lot."
18,152933973,"Villa ATHENA, rue Séverine en plein centre d'Issy les Moulineaux proche de tous commerces dans un immeuble NEUF au 2ème étage avec ascenseur. Appartement de 42.18m² et terrasse de 11.52m² comprenant une entrée, un séjour avec cuisine ouverte, une chambre et une belle salle de douche avec WC.+ 1 PARKING inclus dans le loyer de 1440€ charges comprises par mois. Chauffage et eau chaude collectifs."
19,152937303,"Proche transport et commerces dans résidence bien entretenue 4 pièces avec grand séjour cuisine ouverte équipée aménagée 2 ch salle d'eau WC placards et cave
Assurance Multirisques Privilège *: 18.78 euros / mois
*Services facultatifs, voir conditions en agences."
20,152939717,"A louer en exclusivité dans immeuble récent de standing un trois pièces en très bon état de 70m² au deuxième étage avec ascenseur comprenant une entrée avec rangements, un séjour donnant sur un balcon de 5m², une cuisine séparée aménagée, deux chambres avec rangements, une salle de bains, un WC séparé avec lave-mains, une cave et un parking. A saisir !!"
21,152939755,"Rue Jules Guesde, à sept minutes à pied du métro Mairie d'Issy, dans bel immeuble moderne (2008), appartement deux pièces comprenant: une entrée, un séjour avec un grand balcon, une chambre, une cuisine, une salle de bains, des toilettes séparées, des placards.
Clair, calme, soleil, parquet au sol.
Appartement entièrement repeint, en parfait état.
Parking et cave en sous-sol."
22,152956489,"Villa Haussmann !! A louer en exclusivité dans immeuble de standing au Deuxièmes étage avec ascenseur un trois pièces de 68 m² comprenant une entrée, un séjour lumineux avec balcon, une cuisine séparée aménagée, deux chambres, une salle de bains, un WC, une cave et un parking.
 A saisir."
23,152963171,"DEUX PIÈCES, à deux pas du RER C Station Issy, calme, lumineux, vue dégagée, au 1er étage d'un immeuble récent, composé d'une entrée, un séjour de 24m² avec placards, une cuisine US aménagée et équipée, une chambre, une salle de bains, un WC séparé avec lave-mains et un dégagement avec placard. Une cave et un emplacement de parking en sous-sol.. Honoraires locataire: 858,45 euros."
24,152968007,"*EXCLUSIVITÉ*: ISSY LES MX: Victor Cresson: Proche de toutes commodités, agréable 2 pièces de 44.43 m² en parfait état, situé dans une résidence 2014, entrée + placard, séjour sur balcon de 3.22 m², cuisine ouverte aménagée et équipée, chambre + placard, salle de bains + WC, cave, parking en sous-sol, chauffage + EC collectifs, parking en sus obligatoire 90 euros CC, *EN SCELLIER* *LIBRE DE SUITE* CONTACT."
25,152969191,"Résidence de standing au calme, 2 pièces, comprenant une entrée avec nombreux placards, un séjour donnant sur balcon de 7.66 m², une cuisine aménagée et équipée, une chambre donnant sur le balcon. Une salle de bains, un WC et un parking. CHAUFFAGE ET EAU CHAUDE INDIVIDUEL Métro Métro CORENTIN CELTON, T2, nombreux commerces."
26,152973175,"Au 3e et dernier étage en Duplex (sans ascenseur), agréable 2 pièces de 43 m², clair et calme.
Au pied du Métro Mairie d'Issy, commerces et transport a 2 pas.
Se compose d'une pièce principale avec coin cuisine, d'une salle d'eau avec douche et WC et lavabo, et à l'étage d'une grande chambre.
LOYER: 1000 EUR 
CHARGES: 100 EUR
FRAIS AGENCE: 795 EUR."
27,152973701,"A 5 minutes du métro Mairie d'Issy (ligne 12), dans un charmant immeuble, au 4ème étage sans ascenseur, un bel appartement de 38,82 m² comprenant un séjour de 17,33 m², une cuisine meublée et équipée, une chambre de 9,53 m², une salle d'eau et un WC séparé. Appartement calme. Parquet au sol. Eau chaude et chauffage individuels par chaudière à gaz. Commerces et restaurant à proximité. Idéal jeune couple."
28,93524057,"Sur l'Île Saint Germain, proche Pont de Billancourt, dans une petite résidence récente bien entretenue et dans un environnement calme et agréable. Très grand studio (façon loft) de 40,50 m², comprenant: entrée avec grand placard, séjour avec parquet (27,5 m²), cuisine ouverte (5,4 m²) et salle de bains (grande baignoire) avec WC.
Parking en sous-sol compris
Chauffage au gaz."
0,150844461,"Bien situé dans une résidence à 2 pas du centre commercial des 3 moulins, à une dizaine de minutes à pied du RER C Issy, dans un quartier familial avec écoles et crèches, à louer sans frais de dossier et libre de suite, au 7ème et dernier étage avec ascenseur, un T2 de 49 M² comprenant entrée, séjour avec balcon, cuisine indépendante, salle de bains et WC séparés. Chauffage et eau individuels gaz hors charges. Stationnement compris dans loyer. Visite sur acceptation de dossier."
1,152983829,"Proximité Mairie d'ISSY, au 7e étage avec ascenseur d'un immeuble de 1970, à louer studio refait à NEUF comprenant 1 entrée avec PLACARD, 1 pièce à vivre, 1 cuisine ouverte équipée et aménagée et 1 salle d'eau avec WC. Calme, belle vue.. Libre le 1 décembre.. Visite sur place samedi 9 Novembre à 10 h30.Merci de prendre rdv par tél.."
2,152986243,"Rue de la Défense. Idéalement situé à proximité du Parc Henri Barbusse et proche du RER C Issy. Calme. Dans une petite copropriété, au rez-de-chaussée, beau studio en bon état comprenant une pièce principale avec placard, un coin cuisine et une salle d'eau avec WC.
A visiter !"
3,153010425,"ISSY - RER C ISSY. 20 boulevard RODIN - Dans immeuble ancien, bel appartement traversant de 3 pièces de 57.88 m² situé au rez-de-chaussée offrant: entrée, cuisine aménagée et équipée, séjour, 2 chambres, dressing, salle de bains avec WC. Lumineux, double vitrage. Cave. Chauffage collectif.. Loyer mensuel 1107 euros - Charges locatives 110 euros."
4,153015515,"ENTRE PORTE DE VERSAILLES ET CORENTIN CELTON - dans un immeuble neuf, Magnifique appartement de 3/4 pièces et 83 m² comprenant 1 entrée, 1 grande pièce à vivre avec cuisine séparée par une verrière, 2/3 chambres, 1 salle d'eau et 1 WC indépendant. Balcon terrasse de 15 m² donnant sur jardin et exposé SUD / OUEST - Cave - Très belles prestations."
5,153016645,"Issy les Moulineaux - Une exclusivité Agence Immobilière de Sèvres - Dans une résidence de très bon standing avec gardien - 11 Villa Haussmann, accès immédiat au tram 2 et du centre commercial les 3 Moulins. Nous vous proposons un agréable 2 pièces situé au 2ème étage, avec ascenseur. Ce bien vous propose une entrée avec placard, un séjour lumineux, une cuisine semi équipée, 1 chambre avec placard aménagé. Salle de bains et WC séparés. Rangements complémentaires. En Annexes: Un emplacement de parking en sous-sol et une cave."
6,153021245,"Quartier de la Manufacture, 38-40 rue Séverine, ""RÉSIDENCE VILLA ATHENA"" a 5 minutes du Metro Corentin Celton et au pied des commerces, L'IMMOBILIÈRE vous propose un 3 pièces NEUF dans une résidence de grand standing, sécurisée,(année 2019), belles prestations, situé au 5ème étage, au calme, vue dégagée, composé d'une entrée, d'un séjour ouvert sur cuisine, d'une petite terrasse de 6 m², deux chambres, une salle de bains, un WC séparés, une cave et un box fermé en sous/sol, chauffage et eau chaude collectifs.
Libre de suite.
Pour visiter contacter Veronique Duboueix."
7,153022255,"Au 2ème étage, un studio de 16.11m² comprenant une entrée, une pièce principale, un coin cuisine dans un renfoncement, et une salle d'eau avec WC. Studio fonctionnel. Contact uniquement par mail SeLoger avec le maximum d'informations sur votre profil (situation professionnelle, revenus, garants..). Les demandes vides ne seront pas étudiées."
0,148145011,"LOCATION APPARTEMENT 5 PIÈCES 110m² DANS IMMEUBLE RÉCENT DE GRAND STANDING.
LOCATION PAR INSTITUTIONNELS. AVEC CAVE ET PARKING.
Proche Métro Mairie d'Issy, dans la rue du Capitaine Ferber, dans une résidence avec jardin et dans un bel immeuble 2008, au 3ème étage par ascenseur:
-5 PIÈCES DE 110m² A LOUER.
L'appartement se compose d'une entrée de 8m², d'un séjour de 28m², de 4 chambres (de 10m², de 10m², de 14m² et de 12m²), d'une cuisine séparée, de 3 balcons d'une surface totale de 18m², de 2 salles de bains dont une avec WC, d'un WC séparé, et de nombreux rangements, dégagements et placards. Une cave et une place de parking également comprises.
Parquet au sol.
Belle vue sur parc-jardins.
Appartement idéal pied à terre familial."
0,152728919,"PROMENADE DU VERGER, APPARTEMENT DE 2 pièces de 40.10 m² avec jardin privatif de 35.60 m², situé au rez-de-chaussée d'une résidence sécurisée (portail automatique), interphone et espaces verts, comprenant entrée avec placard, cuisine ouverte sur le séjour et la terrasse, salle de bains avec WC, chambre avec placard et donnant sur la terrasse (13.20 m²). Chauffage et eau chaude par géothermie. PARKING honoraires Loi Alur: 601.50 Euros ou honoraires rés. Secondaire: 863.22 + 185 euros."
1,153133185,"Issy les Moulineaux - Tram Porte d'Issy ou Métro 12 Corentin Celton, 2 pièces rénové,
avec cave et parking, dans belle résidence récente au 2ème étage avec ascenseur,
comprenant une entrée, placards de rangement,
un séjour sur jardin, une chambre, une cuisine, une salle de bains, un WC séparé.
Chauffage et eau chaude collectifs. Gardien.
"" En cas de bail code civil (bail au nom d'une société, ou résidence secondaire),
honoraires à la charge du locataire: 1 mois de loyer. ""SIREN 592 057 970 RCS Paris. Loyer de 1 190,00 euros par mois charges comprises dont 180,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).
 Les honoraires charge locataire sont de 835,35 euros (soit 15,00 euros/m²) dont 167,07 euros pour état des lieux (soit 3,00 euros/m²)."
2,153145685,"8 AVENUE JEAN JAURÈS - A 2 min du metro Mairie d'Issy, en centre ville et proche toutes commodités, 2 pièces de 37.81 m² comprenant: entrée, cuisine aménagée ouverte sur séjour avec balcon, chambre, salle d'eau, WC séparé. Place de parking. Ballon d'eau chaude individuelle électrique et convecteurs électriques. GLI."
3,153160513,"LOCATION TEMPORAIRE - Île Saint-Germain - du 1er décembre au 28 février - Ce beau studio de 31,03 m², meublé est situé au rez-de-chaussée d'une petite copropriété recherchée (1998), à quelques pas des transports et des commerces. Après une entrée avec placard, il offre une pièce de vie très lumineuse avec placard et de grandes fenêtres orientées à l'Est sur cour. La cuisine, aménagée et équipée, est séparée du séjour avec une porte à galandage. Une salle de bains avec vasque et son meuble de rangements, radiateur sèche serviette et WC complète la disposition de l'appartement qui propose des prestations de très bonne qualité: parquet massif en chêne, carrelages dans les pièces d'eau, fenêtres à double vitrage avec menuiseries en aluminium, volets roulants, chauffage collectif au gaz,..
L'appartement est situé à proximité du Parc de l'Île Saint-Germain, des commerces (Centre Commercial des 3 Moulins, marché,..) et des transports (Tramway T2, Bus, TUVIM,..).
Loyer: 900 € charges comprises (électricité, chauffage et eau chaude inclus) - Dépôt de garantie: 1.600 €. Honoraires agence locataire: 233 € TTC."
4,153168729,"Nous vous proposons cet appartement 4 pièces au coeur d'Issy-les-Moulineaux à proximité immédiate des transports et des commerces.
Au 4ème et dernier étage sans ascenseur d'un immeuble de pierre de taille, appartement lumineux dans une rue verdoyante d'une superficie privative de 96 m² Carrez + 46 m² sous pente bénéficiant d'une magnifique vue dégagée.
Il est composé d'une entrée, d'une cuisine fermée entièrement équipée et aménagée (four, plaque vitrocéramique, réfrigérateur, lave-vaisselle), de deux chambres spacieuses (16 m² et 13 M3), d'un double salon et salle à manger de 31 m², d'une salle de douche, des toilettes séparés ainsi qu'un deuxième niveau sous-pente.
L'appartement est équipé d'un chauffage individuel au gaz et d'un interphone.
Vous serez séduits par sa lumière, ses grands espaces et sa distribution.
Local pousettes/vélo à disposition.
Dessertes en transports en commun: Métro ligne 12 station Mairie d'Issy à moins de 100 mètres de l'immeuble.
Quartier très agréable à vivre.
A visiter vite !"
5,153172119,"A 7'Métro, 5'RER C, Tram et commerces.. Dans immeuble ancien, appartement 2 pièces de 33 m² entièrement meublé situé au 1er étage sans ascenseur comprenant: entrée, séjour, chambre, dégagement, cuisine, salle d'eau, WC. Cave. Disponible de suite. Double vitrage.. Dépôt de garantie: 901.20 euros / Honoraires: 495.00 euros Loyer mensuel 901 euros - Charges locatives 75 euros - Location meublée."
6,153270599,"Résidence étudiante- 37 rue Rouget de lisle, à proximité immédiate du T2 et du RER C val de seine, Métro Mairie d'issy à 7 min, au 4ième étage (ascenseur) studio meublé de 22 m² avec balcon (2,10 m²) donnant sur jardin. Gardien, salle TV, laverie, salle petit déjeuner. Libre de suite. Dépôt de garantie 1.000,00 euros. Honoraires de location 330,00 eurosTTC Loyer mensuel 720 euros - Charges locatives 80 euros - Honoraire TTC à la charge du locataire 330 euros dont 66 euros d'honoraires d'état des lieux - Location meublée."
7,153339127,"Beau 3 pièces de 60m² meublé au 4ème étage avec ascenseur d'un immeuble sécurisé (digicode, gardien) des années 60.
Ce bel appartement comprend une entrée, un séjour donnant sur balcon, une première chambre avec un lit simple transformable en lit-double et un placard, une deuxième chambre avec lit double, placard et accès au balcon, une cuisine séparée et équipée (lave-linge, lave-vaisselle, plaques, four, réfrigérateur..), une salle d'eau et un WC séparé.
Chauffage et eau chaude inclus dans les charges.
Métro L 12/TRAM T2/T3 à 5 mn de Paris 15 
Colocation accepté."
8,153348643,"2 PIÈCES - 37 m² - ISSY- RER C Au 5ème étage sans ascenseur, disposant d'une vue dégagée, sans vis à vis, 2 pièces comprenant une entrée, cuisine américaine équipée, séjour, chambre avec rangements, salle d'eau + WC avec fenêtre, débarras. Chauffage collectif. Clair et calme. Métro Mairie d'Issy à 6 minute, RER C et commerces à proximité. LIBRE - Asurance loyer implayé."
9,153378241,"Villa ATHENA, rue Séverine en plein centre d'Issy les Moulineaux proche de tous commerces dans un immeuble NEUF au 2ème étage avec ascenseur. Appartement de 42.18m² et terrasse de 11.52m² comprenant une entrée, un séjour avec cuisine ouverte, une chambre et une belle salle de douche avec WC.+ 1 PARKING inclus dans le loyer de 1340€ charges comprises par mois. Chauffage et eau chaude collectifs inclus."
10,153392269,"RUE EREVAN - Au 1er étage d'une résidence de 2010 avec ascenseur, un appartement de type F2 comprenant entrée avec placard, séjour, cuisine aménagée ouverte, chambre, salle de bains, WC séparé; Balcon de 2,30m². Chauffage individuel électrique.
Cave et Emplacement de parking privatif en sous-sol.
A VISITER SANS TARDER."
11,153403957,"À Issy-les-Moulineaux dans le Val de Seine, proche du RER et de stations de bus, côté Porte de Versailles, Flatlooker vous propose un très bel appartement de 78 m² à découvrir absolument. Ce très beau T3 est loué non meublé et situé au 6ème étage d'une résidence avec ascenseur. Il donne intégralement sur les agréables jardins de cette résidence. Le vis-à-vis est très lointain.Cet appartement comprend une entrée desservant un couloir vers le coin nuit sur la gauche et l'espace de vie cuisine et salon salle à manger en face.La cuisine est vaste et lumineuse. Elle dispose d'un îlot central et de nombreux rangements et équipements. L'appartement dispose d'un beau salon salle à manger. Un grand meuble étagères bibliothèques réalisé sur mesure reste présent.Les deux pièces donnent sur une vaste terrasse très agréable avec vue sur le parc en contrebas.Le grand couloir de l'entrée dessert le coin nuit et est longé de très grands placards de rangement. Le coin nuit est composé de deux belles chambres, d'une salle d'eau et de WC séparés.Les deux chambres sont spacieuses et leur grande fenêtre donne également sur le jardin de la résidence. L'une d'elle dispose d'un grand placard de rangement.La salle d'eau est entièrement carrelée. Elle contient un grand meuble de rangement avec double vasque et cabine de douche.Les WC sont séparés avec lave main et rangement.Le bien est situé à proximité de commerces, restaurants et transports.Ce très beau T3, idéal pour un couple avec enfant, est et n'attend plus que vous ! VOUS POUVEZ VISITER CET APPARTEMENT EN 360+ SUR FLATLOOKER (RÉF: FLTK02827)."
12,153493069,"A louer, à Issy Les Moulineaux, Métro Corentin Celton, rue Séverine, un appartement de 4 pièces au 5ème étage avec ascenseur dans un bel immeuble récent, comprenant un double séjour, deux chambres, une cuisine indépendante, une salle de bains, un WC et une cave. Calme et clair. Bon état. Disponible de suite."
13,153493727,"A louer, à Issy Les Moulineaux, Métro Corentin Celton, un appartement atypique de 74m² dans un immeuble récent, comprenant au rez-de-chaussée un double séjour,, une cuisine avec une cour privative, une salle de bains et un WC et au sous-sol, une grande pièce. Calme donnant sur une résidence privée. Une cave accompagne le bien. Bon état."
14,153500455,"A LOUER - ISSY CENTRE RUE VICTOR HUGO- Au 1er étage d'un immeuble de standing (2000), Spacieux 2 pièces de 55 m² offrant séjour de 23 m² ouvrant sur balcon-terrasse de 7.8 m² (vue jardin), chambre avec rangements, cuisine semi-ouverte meublée et équipée, salle de bains et WC indépendant. Parking, proximité tous commerces et métro à 3 min.. Dépôt de garantie 1221.60 euros / Honoraires de location 832.50 euros TTC Loyer mensuel 1222 euros - Charges locatives 95 euros - Honoraire TTC à la charge du locataire 832.5 euros dont 166.5 euros d'honoraires d'état des lieux."
